Project_ID,Project_Name,Location,Project_Type,Area_sqft,Estimated_Budget_INR,Actual_Cost_INR,Material_Cost_INR,Labour_Cost_INR,Equipment_Cost_INR,Other_Cost_INR,Expected_Duration_Days,Actual_Duration_Days,Delay_Days,Contractor,Project_Status,Start_Date,Expected_End_Date,Actual_End_Date,Budget_Variance_INR,Budget_Overrun_Pct,Cost_Per_Sqft_INR
P0890,Galaxy Enclave,Gandhinagar,Commercial,144999,489322000,450932000,165911000,89659000,58604000,136758000,350,350,0,Royal Infra,Ongoing,2024-10-25,2025-10-10,2025-10-10,-38390000,-7.85,3109.9
P0891,Royal Complex,Rajkot,Industrial,98680,171487000,190611000,74956000,34654000,22958000,58043000,502,532,30,GreenStone Projects,Completed,2026-01-29,2027-06-15,2027-07-15,19124000,11.15,1931.61
P0892,Royal Mall,Ahmedabad,Infrastructure,101546,270333000,249308000,83590000,54231000,32402000,79085000,274,394,120,Apex Developers,Completed,2023-08-27,2024-05-27,2024-09-24,-21025000,-7.78,2455.12
P0893,Shree Industrial Park,Ahmedabad,Industrial,84973,177827000,198197000,91905000,49664000,20808000,35820000,294,354,60,Patel Construction,Completed,2023-11-13,2024-09-02,2024-11-01,20370000,11.45,2332.47
P0894,Urban Plaza,Ahmedabad,Residential,68449,170124000,144432000,67835000,28394000,20886000,27317000,234,294,60,Royal Infra,Completed,2023-06-18,2024-02-07,2024-04-07,-25692000,-15.1,2110.07
P0895,Urban Complex,Rajkot,Commercial,114834,350632000,353703000,168634000,81753000,42656000,60660000,509,569,60,MetroBuild,Completed,2025-11-29,2027-04-22,2027-06-21,3071000,0.88,3080.12
P0896,Urban Plaza,Vadodara,Commercial,30537,102795000,94725000,43476000,23329000,8815000,19105000,430,440,10,Urban Infra,Ongoing,2024-04-17,2025-06-21,2025-07-01,-8070000,-7.85,3101.97
P0897,Galaxy Residency,Surat,Commercial,82576,272512000,306410000,106580000,77174000,37099000,85557000,419,479,60,Urban Infra,Ongoing,2023-10-07,2024-11-29,2025-01-28,33898000,12.44,3710.64
P0898,Urban Plaza,Ahmedabad,Infrastructure,112522,318321000,367285000,120246000,78206000,34137000,134696000,137,137,0,Royal Infra,Ongoing,2022-08-21,2023-01-05,2023-01-05,48964000,15.38,3264.12
P0899,Crystal Residency,Pune,Infrastructure,27612,86186000,89968000,37133000,20513000,8411000,23911000,131,141,10,Shree BuildTech,Completed,2023-06-08,2023-10-17,2023-10-27,3782000,4.39,3258.29
P0900,Skyline Enclave,Ahmedabad,Commercial,11471,38556000,40096000,18685000,10962000,4089000,6360000,523,553,30,Patel Construction,Ongoing,2022-12-12,2024-05-18,2024-06-17,1540000,3.99,3495.42
P0901,Urban Heights,Ahmedabad,Industrial,36348,67859000,74950000,26111000,21956000,10358000,16525000,823,838,15,Apex Developers,Completed,2024-12-05,2027-03-08,2027-03-23,7091000,10.45,2062.01
P0902,Shree Industrial Park,Pune,Commercial,6177,21269000,24556000,7886000,6960000,2702000,7008000,351,351,0,GreenStone Projects,Completed,2023-06-30,2024-06-15,2024-06-15,3287000,15.45,3975.39
P0903,Galaxy Enclave,Rajkot,Industrial,140832,292896000,300065000,134693000,74330000,37302000,53740000,724,754,30,MetroBuild,Ongoing,2025-01-06,2026-12-31,2027-01-30,7169000,2.45,2130.66
P0904,Sunrise Industrial Park,Rajkot,Industrial,37779,66580000,63919000,21239000,14652000,6479000,21549000,849,894,45,Urban Infra,Completed,2025-01-01,2027-04-30,2027-06-14,-2661000,-4.0,1691.92
P0905,Silver Enclave,Vadodara,Infrastructure,26636,70413000,77290000,29849000,17000000,7040000,23401000,397,407,10,Urban Infra,Ongoing,2024-03-04,2025-04-05,2025-04-15,6877000,9.77,2901.71
P0906,Silver Enclave,Surat,Industrial,86889,156433000,128275000,54981000,25013000,18776000,29505000,472,472,0,Urban Infra,Ongoing,2022-09-06,2023-12-22,2023-12-22,-28158000,-18.0,1476.31
P0907,Silver Residency,Ahmedabad,Commercial,58551,197119000,222579000,79658000,42910000,26328000,73683000,422,569,147,Urban Infra,Delayed,2022-02-16,2023-04-14,2023-09-08,25460000,12.92,3801.46
P0908,Royal Heights,Ahmedabad,Infrastructure,147628,426862000,399021000,133047000,104784000,57745000,103445000,660,749,89,Sunrise Constructions,Delayed,2025-02-18,2026-12-10,2027-03-09,-27841000,-6.52,2702.88
P0909,Sunrise Plaza,Mumbai,Residential,147635,367143000,363902000,161283000,76847000,31395000,94377000,589,589,0,Shree BuildTech,Completed,2022-08-02,2024-03-13,2024-03-13,-3241000,-0.88,2464.88
P0910,Silver Plaza,Ahmedabad,Residential,51819,137669000,155556000,65462000,32754000,12717000,44623000,196,256,60,Apex Developers,Delayed,2022-08-27,2023-03-11,2023-05-10,17887000,12.99,3001.91
P0911,Crystal Business Park,Ahmedabad,Infrastructure,78770,236149000,229097000,107583000,67450000,31154000,22910000,640,760,120,MetroBuild,Ongoing,2024-12-15,2026-09-16,2027-01-14,-7052000,-2.99,2908.43
P0912,Urban Mall,Ahmedabad,Commercial,83714,248636000,272925000,102371000,55281000,33972000,81301000,143,143,0,MetroBuild,Ongoing,2022-12-16,2023-05-08,2023-05-08,24289000,9.77,3260.21
P0913,Galaxy Residency,Vadodara,Residential,29596,69358000,80224000,26464000,15866000,6813000,31081000,134,194,60,MetroBuild,Completed,2022-04-17,2022-08-29,2022-10-28,10866000,15.67,2710.64
P0914,Galaxy Industrial Park,Ahmedabad,Residential,69106,165156000,170640000,74654000,32736000,15622000,47628000,795,872,77,Apex Developers,Delayed,2024-04-10,2026-06-14,2026-08-30,5484000,3.32,2469.25
P0915,Galaxy Industrial Park,Ahmedabad,Industrial,64182,120374000,127280000,51355000,31766000,17062000,27097000,644,644,0,Shree BuildTech,Completed,2022-02-17,2023-11-23,2023-11-23,6906000,5.74,1983.11
P0916,Sunrise Business Park,Ahmedabad,Industrial,92163,183383000,184422000,65306000,47091000,19606000,52419000,466,612,146,Royal Infra,Delayed,2022-12-03,2024-03-13,2024-08-06,1039000,0.57,2001.04
P0917,Urban Industrial Park,Ahmedabad,Commercial,44310,155435000,160700000,71524000,35969000,19869000,33338000,291,411,120,Royal Infra,Completed,2024-11-15,2025-09-02,2025-12-31,5265000,3.39,3626.72
P0918,Shree Mall,Ahmedabad,Infrastructure,61088,165459000,146602000,51692000,35807000,13996000,45107000,446,536,90,Patel Construction,Ongoing,2024-03-14,2025-06-03,2025-09-01,-18857000,-11.4,2399.85
P0919,Crystal Heights,Ahmedabad,Commercial,133803,437338000,430669000,155776000,118265000,43282000,113346000,831,891,60,GreenStone Projects,Completed,2025-07-04,2027-10-13,2027-12-12,-6669000,-1.52,3218.68
P0920,Silver Complex,Pune,Infrastructure,144978,435844000,377186000,126284000,104923000,56298000,89681000,604,614,10,Royal Infra,Completed,2022-01-08,2023-09-04,2023-09-14,-58658000,-13.46,2601.68
P0921,Silver Business Park,Rajkot,Residential,41914,99745000,90982000,34929000,26835000,8171000,21047000,608,653,45,GreenStone Projects,Completed,2023-09-17,2025-05-17,2025-07-01,-8763000,-8.79,2170.68
P0922,Skyline Residency,Gandhinagar,Industrial,115350,205355000,168391000,65172000,46966000,18610000,37643000,581,581,0,Shree BuildTech,Completed,2025-06-30,2027-02-01,2027-02-01,-36964000,-18.0,1459.83
P0923,Royal Business Park,Rajkot,Commercial,50379,161937000,170305000,68519000,42198000,23426000,36162000,497,617,120,Urban Infra,Completed,2023-12-20,2025-04-30,2025-08-28,8368000,5.17,3380.48
P0924,Green Valley Complex,Ahmedabad,Commercial,51413,150068000,183532000,79549000,36992000,16360000,50631000,707,717,10,GreenStone Projects,Completed,2022-10-30,2024-10-06,2024-10-16,33464000,22.3,3569.76
P0925,Shree Industrial Park,Ahmedabad,Infrastructure,142084,440533000,425232000,197723000,81632000,43891000,101986000,283,283,0,Urban Infra,Ongoing,2023-10-01,2024-07-10,2024-07-10,-15301000,-3.47,2992.82
P0926,Urban Residency,Ahmedabad,Infrastructure,12151,31181000,35416000,12114000,6607000,4222000,12473000,491,536,45,Shree BuildTech,Delayed,2022-02-25,2023-07-01,2023-08-15,4235000,13.58,2914.66
P0927,Shree Business Park,Ahmedabad,Commercial,62716,199981000,230995000,75927000,60055000,25062000,69951000,692,707,15,Shree BuildTech,Ongoing,2023-12-27,2025-11-18,2025-12-03,31014000,15.51,3683.19
P0928,Green Valley Mall,Ahmedabad,Infrastructure,98747,281074000,246250000,79530000,68188000,26290000,72242000,543,543,0,Apex Developers,Completed,2023-06-10,2024-12-04,2024-12-04,-34824000,-12.39,2493.75
P0929,Urban Business Park,Ahmedabad,Commercial,149539,534401000,482000000,165316000,116182000,47718000,152784000,876,876,0,Apex Developers,Completed,2023-04-19,2025-09-11,2025-09-11,-52401000,-9.81,3223.24
P0930,Crystal Heights,Ahmedabad,Commercial,126999,380601000,433465000,184340000,80870000,50686000,117569000,596,626,30,Sunrise Constructions,Completed,2022-01-28,2023-09-16,2023-10-16,52864000,13.89,3413.14
P0931,Shree Complex,Rajkot,Commercial,119793,354654000,357817000,156150000,87399000,42920000,71348000,501,531,30,MetroBuild,Delayed,2022-03-19,2023-08-02,2023-09-01,3163000,0.89,2986.96
P0932,Urban Plaza,Ahmedabad,Residential,113177,244983000,211936000,94490000,61947000,25912000,29587000,274,394,120,Sunrise Constructions,Delayed,2025-05-24,2026-02-22,2026-06-22,-33047000,-13.49,1872.61
P0933,Silver Heights,Ahmedabad,Infrastructure,17289,45225000,42673000,15319000,10741000,3227000,13386000,376,376,0,MetroBuild,Completed,2025-11-10,2026-11-21,2026-11-21,-2552000,-5.64,2468.22
P0934,Urban Residency,Ahmedabad,Industrial,91365,164150000,175699000,64823000,48692000,21169000,41015000,875,935,60,Urban Infra,Completed,2022-12-31,2025-05-24,2025-07-23,11549000,7.04,1923.04
P0935,Sunrise Heights,Vadodara,Industrial,119014,234884000,217204000,86295000,59952000,31768000,39189000,793,870,77,Sunrise Constructions,Delayed,2023-10-28,2025-12-29,2026-03-16,-17680000,-7.53,1825.03
P0936,Green Valley Residency,Ahmedabad,Infrastructure,77588,206022000,168938000,55768000,49305000,19137000,44728000,187,278,91,Sunrise Constructions,Delayed,2023-06-10,2023-12-14,2024-03-14,-37084000,-18.0,2177.37
P0937,Metro Mall,Gandhinagar,Commercial,68646,198692000,194988000,81463000,53120000,24807000,35598000,463,561,98,Patel Construction,Delayed,2023-11-30,2025-03-07,2025-06-13,-3704000,-1.86,2840.49
P0938,Royal Complex,Vadodara,Industrial,8654,17789000,17630000,8417000,4755000,2019000,2439000,396,444,48,Shree BuildTech,Delayed,2025-08-28,2026-09-28,2026-11-15,-159000,-0.89,2037.21
P0939,Sunrise Mall,Ahmedabad,Industrial,23743,44229000,45163000,17059000,9398000,6250000,12456000,792,792,0,Apex Developers,Completed,2024-06-01,2026-08-02,2026-08-02,934000,2.11,1902.16
P0940,Green Valley Industrial Park,Ahmedabad,Infrastructure,53368,146115000,171110000,75366000,32030000,24703000,39011000,510,520,10,Sunrise Constructions,Completed,2024-10-27,2026-03-21,2026-03-31,24995000,17.11,3206.23
P0941,Metro Business Park,Surat,Industrial,142513,261716000,268631000,107454000,65039000,22763000,73375000,568,573,5,Apex Developers,Completed,2024-10-23,2026-05-14,2026-05-19,6915000,2.64,1884.96
P0942,Shree Business Park,Surat,Commercial,124735,444888000,466755000,158907000,90986000,48985000,167877000,378,398,20,MetroBuild,Completed,2024-07-07,2025-07-20,2025-08-09,21867000,4.92,3741.97
P0943,Urban Heights,Surat,Infrastructure,124891,327813000,375892000,155303000,111062000,38112000,71415000,426,436,10,Sunrise Constructions,Completed,2024-01-20,2025-03-21,2025-03-31,48079000,14.67,3009.76
P0944,Crystal Plaza,Gandhinagar,Commercial,112971,396795000,405223000,149114000,87038000,41502000,127569000,214,244,30,MetroBuild,Ongoing,2022-12-29,2023-07-31,2023-08-30,8428000,2.12,3586.96
P0945,Shree Complex,Gandhinagar,Industrial,17149,34893000,44537000,14497000,12575000,3565000,13900000,583,703,120,Royal Infra,Completed,2025-07-21,2027-02-24,2027-06-24,9644000,27.64,2597.06
P0946,Silver Industrial Park,Surat,Industrial,105102,183084000,158982000,67025000,36012000,21477000,34468000,365,455,90,Royal Infra,Completed,2024-03-16,2025-03-16,2025-06-14,-24102000,-13.16,1512.64
P0947,Urban Business Park,Pune,Commercial,64189,229454000,208322000,95293000,45577000,15179000,52273000,852,852,0,Sunrise Constructions,Completed,2024-01-09,2026-05-10,2026-05-10,-21132000,-9.21,3245.45
P0948,Crystal Industrial Park,Ahmedabad,Residential,76031,175121000,191525000,71853000,55967000,21500000,42205000,754,764,10,Royal Infra,Completed,2024-11-04,2026-11-28,2026-12-08,16404000,9.37,2519.04
P0949,Royal Business Park,Vadodara,Industrial,47668,83477000,97711000,37369000,21848000,12014000,26480000,306,311,5,GreenStone Projects,Completed,2025-04-30,2026-03-02,2026-03-07,14234000,17.05,2049.82
P0950,Metro Enclave,Vadodara,Residential,149745,389019000,387426000,179209000,87882000,33550000,86785000,893,893,0,Urban Infra,Ongoing,2023-04-30,2025-10-09,2025-10-09,-1593000,-0.41,2587.24
P0951,Shree Enclave,Ahmedabad,Industrial,93204,186910000,167981000,75621000,32375000,23932000,36053000,492,623,131,Patel Construction,Delayed,2022-01-28,2023-06-04,2023-10-13,-18929000,-10.13,1802.29
P0952,Urban Complex,Rajkot,Residential,145507,361715000,445386000,193472000,116002000,61055000,74857000,691,751,60,MetroBuild,Completed,2023-12-15,2025-11-05,2026-01-04,83671000,23.13,3060.92
P0953,Green Valley Business Park,Pune,Residential,42384,95040000,87904000,31629000,18870000,9466000,27939000,525,525,0,Shree BuildTech,Ongoing,2024-11-28,2026-05-07,2026-05-07,-7136000,-7.51,2073.99
P0954,Skyline Plaza,Surat,Residential,86929,209729000,222457000,103584000,55675000,22889000,40309000,527,557,30,Shree BuildTech,Completed,2025-07-20,2026-12-29,2027-01-28,12728000,6.07,2559.07
P0955,Crystal Plaza,Ahmedabad,Commercial,132959,455984000,537012000,185112000,134770000,47754000,169376000,244,244,0,Urban Infra,Ongoing,2025-06-08,2026-02-07,2026-02-07,81028000,17.77,4038.93
P0956,Skyline Plaza,Ahmedabad,Residential,81153,188300000,182087000,76528000,48490000,23380000,33689000,456,456,0,Royal Infra,Completed,2022-03-27,2023-06-26,2023-06-26,-6213000,-3.3,2243.75
P0957,Crystal Residency,Vadodara,Residential,80388,186868000,176655000,57344000,47596000,14228000,57487000,460,505,45,Urban Infra,Completed,2026-02-06,2027-05-12,2027-06-26,-10213000,-5.47,2197.53
P0958,Skyline Heights,Ahmedabad,Residential,36401,78687000,75033000,31739000,18138000,9336000,15820000,682,727,45,Royal Infra,Delayed,2022-05-06,2024-03-18,2024-05-02,-3654000,-4.64,2061.29
P0959,Skyline Mall,Ahmedabad,Industrial,124503,221968000,250421000,91239000,55022000,34407000,69753000,297,312,15,GreenStone Projects,Completed,2024-03-22,2025-01-13,2025-01-28,28453000,12.82,2011.37
P0960,Crystal Complex,Ahmedabad,Residential,132834,348319000,399598000,156622000,112085000,35276000,95615000,770,830,60,Shree BuildTech,Completed,2023-06-21,2025-07-30,2025-09-28,51279000,14.72,3008.25
P0961,Urban Heights,Ahmedabad,Industrial,39084,74051000,75832000,28455000,16469000,10564000,20344000,289,289,0,MetroBuild,Completed,2022-05-25,2023-03-10,2023-03-10,1781000,2.41,1940.23
P0962,Galaxy Complex,Ahmedabad,Residential,115641,309880000,386101000,134225000,93012000,28056000,130808000,158,188,30,Shree BuildTech,Completed,2025-05-20,2025-10-25,2025-11-24,76221000,24.6,3338.79
P0963,Silver Heights,Ahmedabad,Residential,110111,260846000,267064000,112038000,60931000,38196000,55899000,188,188,0,Patel Construction,Completed,2022-01-25,2022-08-01,2022-08-01,6218000,2.38,2425.41
P0964,Metro Enclave,Ahmedabad,Commercial,143299,484851000,569739000,262716000,161014000,45277000,100732000,355,463,108,Sunrise Constructions,Delayed,2025-11-18,2026-11-08,2027-02-24,84888000,17.51,3975.88
P0965,Galaxy Residency,Gandhinagar,Industrial,41041,75016000,72627000,34386000,16837000,8836000,12568000,679,709,30,Royal Infra,Ongoing,2022-03-08,2024-01-16,2024-02-15,-2389000,-3.18,1769.62
P0966,Shree Business Park,Gandhinagar,Residential,93920,220908000,287192000,100740000,65001000,25849000,95602000,500,500,0,Patel Construction,Ongoing,2022-08-21,2024-01-03,2024-01-03,66284000,30.01,3057.84
P0967,Royal Business Park,Surat,Industrial,70681,126499000,152863000,66462000,40169000,20931000,25301000,176,186,10,GreenStone Projects,Completed,2022-04-19,2022-10-12,2022-10-22,26364000,20.84,2162.72
P0968,Sunrise Industrial Park,Ahmedabad,Industrial,86571,160595000,161341000,68779000,40705000,17906000,33951000,396,441,45,GreenStone Projects,Completed,2025-03-15,2026-04-15,2026-05-30,746000,0.46,1863.68
P0969,Galaxy Residency,Surat,Infrastructure,132556,378726000,451496000,169284000,87080000,36490000,158642000,218,218,0,Royal Infra,Completed,2022-04-21,2022-11-25,2022-11-25,72770000,19.21,3406.08
P0970,Metro Heights,Ahmedabad,Commercial,31160,111497000,132244000,42722000,31868000,15298000,42356000,646,691,45,Royal Infra,Completed,2022-08-16,2024-05-23,2024-07-07,20747000,18.61,4244.03
P0971,Metro Plaza,Surat,Commercial,22633,75766000,91401000,39336000,24519000,9381000,18165000,444,449,5,Shree BuildTech,Ongoing,2022-04-21,2023-07-09,2023-07-14,15635000,20.64,4038.4
P0972,Crystal Complex,Ahmedabad,Commercial,22014,66488000,54520000,25694000,16304000,6701000,5821000,580,585,5,Sunrise Constructions,Completed,2026-02-02,2027-09-05,2027-09-10,-11968000,-18.0,2476.61
P0973,Galaxy Residency,Vadodara,Infrastructure,85532,217910000,241079000,101528000,61595000,33884000,44072000,298,337,39,Shree BuildTech,Delayed,2022-02-03,2022-11-28,2023-01-06,23169000,10.63,2818.58
P0974,Skyline Plaza,Ahmedabad,Infrastructure,54104,140553000,152511000,59425000,34229000,15671000,43186000,693,753,60,Patel Construction,Completed,2023-09-15,2025-08-08,2025-10-07,11958000,8.51,2818.85
P0975,Green Valley Plaza,Ahmedabad,Commercial,82231,269392000,290008000,117170000,60072000,27026000,85740000,238,358,120,Patel Construction,Completed,2025-10-24,2026-06-19,2026-10-17,20616000,7.65,3526.75
P0976,Urban Business Park,Surat,Infrastructure,73388,219528000,229671000,80831000,65396000,16344000,67100000,588,633,45,Royal Infra,Completed,2024-01-18,2025-08-28,2025-10-12,10143000,4.62,3129.54
P0977,Skyline Complex,Ahmedabad,Infrastructure,21014,65129000,68368000,30088000,18989000,7930000,11361000,668,683,15,MetroBuild,Completed,2023-08-18,2025-06-16,2025-07-01,3239000,4.97,3253.45
P0978,Green Valley Plaza,Vadodara,Infrastructure,97578,246848000,289794000,127343000,60298000,29612000,72541000,765,855,90,MetroBuild,Completed,2023-03-01,2025-04-04,2025-07-03,42946000,17.4,2969.87
P0979,Skyline Complex,Ahmedabad,Commercial,45390,147428000,159921000,54898000,32636000,15988000,56399000,574,604,30,Patel Construction,Completed,2023-09-05,2025-04-01,2025-05-01,12493000,8.47,3523.27
P0980,Green Valley Enclave,Ahmedabad,Commercial,28711,92205000,96449000,44413000,25638000,8163000,18235000,145,265,120,Sunrise Constructions,Completed,2023-11-23,2024-04-16,2024-08-14,4244000,4.6,3359.3
P0981,Sunrise Industrial Park,Pune,Commercial,96658,323018000,373643000,135659000,81377000,39010000,117597000,609,614,5,Royal Infra,Ongoing,2025-07-29,2027-03-30,2027-04-04,50625000,15.67,3865.62
P0982,Silver Heights,Mumbai,Infrastructure,62993,180456000,193117000,92148000,41862000,28727000,30380000,127,127,0,GreenStone Projects,Ongoing,2025-09-05,2026-01-10,2026-01-10,12661000,7.02,3065.69
P0983,Urban Complex,Ahmedabad,Commercial,12421,41780000,45190000,17229000,8960000,4240000,14761000,635,635,0,MetroBuild,Completed,2026-01-06,2027-10-03,2027-10-03,3410000,8.16,3638.19
P0984,Skyline Plaza,Rajkot,Infrastructure,22727,66485000,82710000,28821000,17508000,9758000,26623000,652,712,60,MetroBuild,Completed,2022-11-11,2024-08-24,2024-10-23,16225000,24.4,3639.28
P0985,Royal Industrial Park,Ahmedabad,Residential,117418,260877000,252493000,95007000,58402000,33359000,65725000,268,288,20,Apex Developers,Ongoing,2024-05-26,2025-02-18,2025-03-10,-8384000,-3.21,2150.38
P0986,Crystal Residency,Ahmedabad,Infrastructure,9358,28192000,23628000,9225000,6331000,3070000,5002000,607,641,34,Apex Developers,Delayed,2025-11-01,2027-07-01,2027-08-04,-4564000,-16.19,2524.9
P0987,Crystal Residency,Pune,Industrial,70108,123496000,127038000,42061000,27994000,12234000,44749000,144,174,30,MetroBuild,Ongoing,2025-08-05,2025-12-27,2026-01-26,3542000,2.87,1812.03
